id,description,gpt_response
274117,"Aufstockung, Geamtsanierung Mehrzweckgebäude Schwerzistrasse 1, 8807 Freienbach",FALSE
274134,Marché de travaux portant sur la fabrication et l’installation d’éléments de mobilier urbain de signalétique de mobilité douce,FALSE
274142,Abstellanlage Gorgen Giswil,FALSE
274253,Beschaffung «Entwicklung parametrisches geologisches Tiefenlager»,FALSE
274254,"Neubau Mehrzweckhalle Bläji, Koppigen",FALSE
274297,Immeubles Léman 11 et Navigation 4 - 1954 - Chauffage - ventilation,FALSE
274302,Magnolia CMS Partner,FALSE
274311,Ökologische Aufwertung Sägeweiher,FALSE
274316,Maler- und Gipserarbeiten,FALSE
274319,"Laufen, Neubau Reservoir Uf Sal",FALSE
274320,Intermodales Verkehrskonzept Knoten Bern Planerleistungen Koordinator Baustellenverkehr,FALSE
274325,"Fernwärme Emmen, Tiefbauarbeiten im Siedlungsgebiet.",False
274333,Angebot Forwarder 6 Rad 2025,FALSE
274336,"Uitikon, Schlierenstrasse",FALSE
274345,Beschaffung Pistolenholster,FALSE
274358,BKP 211.9 Baumeisterarbeiten,FALSE
274371,Rahmenvertrag zur Koordination Amphibienmonitoring Kanton Zürich,FALSE
274372,"BKP 273.3 Allgemeine Schreinerarbeiten - Simse, Schulanlage Nägelimoos",FALSE
274373,Acquisition de transformateurs HT-MT 130kV718kV pour le poste de Foretaille,FALSE
274374,Grabenlose Kanalsanierung mittels Schlauchlining Binzmühlestrasse,FALSE
274379,"WV Altstadt Nord, Rohrleitungsbau Fernwärme / Fernkälte",FALSE
274387,Linie 3 Littau Submission Fahrleitungsmasten und Auslegerrohre,False
274393,Route de la Forêt – Tronçon n°2 – Génie civil - Réfection des réseaux existants et reprofilage de la route existante,FALSE
274394,Linie 3 Littau Submission Fahrleitungsarbeiten,FALSE
274398,BKP 281.0 Estriche Unterlagsböden,FALSE
257119,"LET, Campus Santé_Lot 01 Terrassement et travaux spéciaux",FALSE
258364,"STEP AS 35, Opfikon Riet – Kloten, Doppelspurausbau",FALSE
258413,Marché 1 « Adduction » - PAV Projet Espaces-Rivières - Renaturation de la Drize - Etape 2025,FALSE
260729,"LET, Campus Santé_Lot 02 Travaux entreprise de maçonnerie",FALSE
260757,"LET, Campus Santé, Lot 07 Installations électriques",FALSE
260791,"LET, Campus Santé_Lot 11 Installations sanitaires",FALSE
263461,"Hydraulikprojekt ARA Eschenbach, Submission Baumeisterarbeiten",False
263949,Digitalisierung kantonales Grundbucharchiv,FALSE
264004,Ersatzbeschaffung Tanklöschfahrzeug,False
265943,N01.14 MP-160028 - Réf. joints et culées pont sur la Broye - APR pluridisciplinaires phases MP à 53 y compris DLT - Pont sur la Broye et Viaduc du Bois-Rosset (ID 8979),FALSE
265986,ewz Werkleistungen Elektroinstallationen 2024-2025 inkl. Optionen bis 2028,False
266473,"Dans le cadre du projet IP Network F3 Phase 3, les capacités de transit de fibre optique dans le périmètre GE XI seront augmentées.",FALSE
266473,Im Rahmen des Projektes IP Netz F3 Phase 3 werden in der GE XI die LWL-Transitkapazitäten erhöht.,FALSE
266539,"LET, Campus Santé_Lot 14 Ascenseurs, monte-charge",FALSE
266865,"Gelterkinden -  Mischwasserbecken ""Tecknau"", Ingenieur",FALSE
266901,"Niederdorf -  Mischwasserbecken Hirschlang, Ingenieur",FALSE
268560,«Ersatz- und Ergänzungsbeschaffung von IT-Hardware»,FALSE
268914,Aigle Aménagement de la place du Marché,FALSE
269244,BKP 112 - Rückbau - Rückbau Pulvermühleareal,FALSE
269691,RPA-Lösung,FALSE
270015,Construction d’une caserne de pompiers et d’un P+R à Marly - Ingénieur civil,FALSE
270683,Transformation et agrandissement de la salle polyvalente de Chalais - CFC 23 Installations électriques,FALSE
273774,"Gymnasium Oberwil - Aufrechterhaltung Schulbetrieb, Doppelturnhalle temporär",FALSE
273800,Travaux de maintenance sur les installations à câbles - Partie 2,FALSE
273800,Instandhaltungsarbeiten an Seilbahnen Teil 2,FALSE
274303,Support et maintenance de la solution SIRS,FALSE
274332,N01.06 MP-160001 Jct Nyon réaménagement,FALSE
274335,CSAL JSTOR/Artstor 2024,FALSE
266145,"LET, Campus Santé_Lot 04b Protections solaires",FALSE
266535,"LET, Campus Santé_Lot 03 Echafaudages",FALSE
274012,BKP 222 / 224 Spengler- und Flachdacharbeiten,FALSE
274256,Beschaffung eines Forwarders 6 Rad mit Zubehör,FALSE
273181,"Delivery of metal-encapsulated, gas-insulated MV switchgear",FALSE
274253,Acquisition du développement du dépot géologique profond paramétrique,FALSE
274333,Offre Porteur 6 roues 2025,FALSE
274345,Achat d'étuis pour pistolets,FALSE
273903,Refonte système de gestion de parking,FALSE
252735,"Neues Wohnen ""Im Brüel"", Alterszentrum ""Im Brüel"", Aesch",FALSE
274126,"(24057) 540 Équipement multimédia MMA, pour l’administration fédérale suisse",FALSE
274126,"(24057) 540 Multimedia Ausrüstungen MMA, für die schweizerische Bundesverwaltung",FALSE
274211,UL 149 Montagedienstleistung Kerzers-Rupperswil a-h,False
274272,Fourniture de deux (2) transformateurs déphaseurs 125/60 kV - 160 MVA et deux (2) transformateurs déphaseurs 220/125 kV - 250 MVA.,FALSE
272844,"Place Benjamin-Constant, aménagements des espaces publics",FALSE
273286,Entsorgungsdienstleistungen,FALSE
273340,"SPV13 Gesamtsanierung, Spalenvorstadt 13, Basel, BKP 291 Architekt mit Gesamtleitung",FALSE
273498,UNI-BASTIONS_28100_ Chapes Bâtiment Central,FALSE
273594,Liquide lave-glace pour véhicules,FALSE
273594,Scheibenreiniger für Fahrzeuge,FALSE
273611,"(b24003-1) Rénovation et transformation, Mühlestrasse 2, Ittigen / CFC 231",FALSE
273611,"(b24003-1) Sanierung und Umbau, Mühlestrasse 2, Ittigen / BKP 231",FALSE
273949,BKP 421 Umgebungsarbeiten / Wasserbau / Belagsarbeiten,FALSE
273954,Cartographie des herbiers du Léman genevois,FALSE
273955,(24032) 609 PostgreSQL operator and support subscription for Kubernetes platforms,FALSE
273955,(24032) 609 PostgreSQL Operator und Support Subscription für Kubernetes Plattformen,FALSE
273955,(24032) 609 Opérateur PostgreSQL et assistance pour l’inscription sur les plateformes Kubernetes,FALSE
273961,Baulicher Strassenunterhalt 2024 und Werkleitungssanierungen Glarus,FALSE
274028,Identity & Access Management - IAM,FALSE
274030,IT-Infrastruktur Clients - Notebooks,FALSE
274133,Ersatzausschreibung Beauftragter Immobilienbewirtschafter kaufmännisch (BeIMB kfm.) im Fachbereich Facility Management Cyber (FM Cy) und Facility Management Operationen (FM Op),FALSE
274133,Appel d’offres de remplacement Mandataire commercial pour la gestion immobilière (MaIMB comm.) dans les domaines spécialisés Facility Management Cyber (FM Cy) et Facility Management Opérations (FM Op),FALSE
274171,(24085) 805 Sachplan geologische Tiefenlager: Monitoring Wirtschaft und Gesellschaft 2024,FALSE
274171,"(24085) 805 Plan sectoriel ""Dépôts en couches géologiques profondes"" : monitoring économie et société 2024",FALSE
274188,052_Neubau Schulhaus Diessenhofen-BKP 224.1 Flachdach,False
274193,"Sanierung Chüegrabeweg - Gruebweg, Tiefbauarbeiten",FALSE
274212,Renouvellement de l'infrastructure de sauvegarde de machines virtuelles,FALSE
274226,Repas UAPE,FALSE
274227,BKP231.51 - Photovoltaikanlage Mehrzweckhalle,FALSE
274230,Spital Wallis Brig-Glis - Ausschreibung Schreinerarbeiten-Innentüren TP1+TP3+TP7+DDepi,FALSE
274232,Sanierung Haggenstrasse Oberegg,FALSE
274235,"Spital Wallis Brig-Glis - Ausschreibung Modulare Reinräume, Neubau, TP1",FALSE
274245,"Spital Wallis Brig-Glis - Ausschreibung Unterlagsböden, TP1 + TP7",FALSE
274249,Collège modulaire Galeries du Rivage,FALSE
274252,Elektrifizierung Linie 3 und 4 - Fundament- und Tiefbauarbeiten,FALSE
274273,"Spital Wallis Brig-Glis - Ausschreibung Deckenbekleidungen aus Gips, Neubau, TP1",FALSE
274289,Appel d'offres Réseau 2024 pour la modernisation d’une partie des équipements du réseau informatique,FALSE
274304,"V1399 Zürich, EV Flurstrasse - Erweiterung Koch-Areal Tiefbauarbeiten",FALSE
252576,4994_SETE_Raccordement Tramelan - STEP Loveresse - Secteur 1 / amont,False
253045,4994_SETE_Raccordement Tramelan - STEP Loveresse - Secteur 2 / centre,FALSE
253046,4994_SETE_Raccordement Tramelan - STEP Loveresse - Secteur 3 / aval,FALSE
256778,Betrieb POLIS,FALSE
263140,Olten Hammer Substanzerhalt Generalplaner Phasen 32-53,FALSE
263242,"Energieverbund Zürich-Seefeld, 4 Jahres-Rahmenvertrag Rohrbau Fernwärmeleistungen",FALSE
263708,MA I Aproz / MEq Printse - Aménagement de la Printse,FALSE
265148,Beschaffung Carrosserie-Dienstleistungen für Fahrzeuge der Kapo BE,FALSE
265559,BKP 298.5 Logistikleistungen ELP Hauptprojekt,FALSE
266024,N00.99 MP-170024 - EP 6 divers - BSA - Mandataires pour télécommunication (ID 8997),FALSE
266244,"Neubau Naturhistorisches Museum Basel & Staatsarchiv Basel-Stadt (NMB & StABS), BKP 281.0 Unterlagsböden / Hartbeton",False
267386,Mandat d'architecte pour divers travaux d'entretien et rénovation des bâtiments communaux,FALSE
268077,"Kantonsschule Zürich Nord, Gesamtinstandsetzung (Investition)",FALSE
268217,"Linie Chur – Arosa, Strecke Untersax – Lüen-Castiel, km 6.87, Castielertobel Bachverbau Erneuerung, 2024/25",FALSE
269138,Prestations de location de systèmes de sonorisations et d'illuminations de scènes liées aux manifestations sur le domaine public.,FALSE
269312,"B.1.04 PP-West, Baumeisterarbeiten, Tiefbauarbeiten, Rückbauarbeiten, Werkleitungen, Elektroinstallationen",FALSE
269385,"Betrieb Veloparking Centralbahnplatz Basel, Reinigungs- und Portendienst",FALSE
269482,"St. Jakobs-Strasse, Zeughaus bis Schänzli, Verkehrswache",FALSE
269487,BAV 81006 Schulanlage Zurlinden,FALSE
271188,BAV: PUR 6010 Parkhaus Urania - BKP 240 Heizunsanlage & BKP 247 Spezial Heizanlage,FALSE
273029,Upgrade MRI KSO,FALSE
273807,LinkedIn Learning,FALSE
273818,LinkedIn Recruiting - Stelleninserate,FALSE
273818,LinkedIn Recruiting - Annonces d'emploi,FALSE
273855,Beschaffung Energie,FALSE
274079,«Cluster 4» – Neubau Energiezentrale und Erdsonden Universität Zürich auf dem Campus Irchel,False
274148,Kommunikation Tramnetz 2030,FALSE
274166,Lifecycle SEA Vermessungssystem,FALSE
274179,"Ingenieurleistungen  Ingenieurleistungen für die Durchführung von numerischen Vergleichsberechnungen und Prüfung von statischen Nachweisen im Rahmen der Prüfung des ENSI in Etappe 3 des Sachplans Geologische Tiefenlager, Kriteriengruppe 4",FALSE
274214,Monophone portatif MM50,FALSE
274231,"MP-130075, N01/48-6SP, AP itinéraire - bâtiments d'ingénierie",FALSE
274231,"MP-130075, N01/48-6SP, PV Trassee-KuBa","Je suis désolé, mais la description de l'appel d'offres fournie ne permet pas de déterminer si cela correspond à ce que fait l'entreprise Novartis."
274237,Dieselkraftstoff (EN590),FALSE
274244,Beschaffung orbitales 4K-3D- Kamerasystem,FALSE
274259,"ARA Eschenbach, SPS-/PLS-Software Hydraulikprojekt",FALSE
274271,Beschaffung Operationstisch,FALSE
268318,"Sanierung Rathaus, Haus zum Steinbock und Zeughaus",FALSE
261827,Ausbau Publikumsanlagen Bahnhof Bern (APBB) - Los 5.1 - Baumeisterarbeiten,FALSE
263589,"Métamorphose - Ecoquartier des Plaines-du-Loup - Pièce urbaine D, Construction d'un nouvel EMS - 258.00 Agencement cuisine",FALSE
269817,Concorso per la fornitura di autoambulanze per i servizi di soccorso preospedaliero del Cantone Ticino per il periodo 2024-2027,FALSE
271667,"Rafz, Märktgass, Strassenbau, Ver-/Entsorgung",FALSE
274030,IT-Infrastructure Clients - Notebooks,FALSE
271958,"IWB, Drehstrom-Verteiltransformatoren inklusive Oelwannen",False
271000,Fornitura licenze e servizi Microsoft,FALSE
271494,90413-Paket 3.1 BKP 230 Elektroinstallationen,FALSE
272161,(24064) 620 Prestations de numérisation pour l’administration fédérale,FALSE
272161,(24064) 620 Scanning Dienstleistungen für die Bundesverwaltung,FALSE
272555,90413-Paket 2.1 Baumeisterarbeiten,FALSE
273307,Appel d'offres au sens de l'art. 2 al. 7 LMI pour la concession de création et d'exploitation d'un réseau de chauffage à distance sur le territoire communal.,FALSE
273403,Faubourg du Lac 2024,"Je suis désolé, mais ""Faubourg du Lac 2024"" ne semble pas être une description d'appel d'offre. Merci de me fournir une description d'appel d'offre pour que je puisse vérifier si cela correspond à l'entreprise Novartis."
273468,Ersatzbeschaffung Mobile Einsatzzentrale (MEZ),False
273711,"Generalplanerleistungen RBS Worblaufen Bus, WEBB 2027",FALSE
273923,Fornitura di materiale informatico - Cisco,FALSE
273925,Sanierung Mehrzwecksporthalle und Anbau Garderoben,FALSE
273968,"N09.48 MP-080010 - Upn.Vennes-Chexbres+PUN - Jct de Chexbres - Aménagement de la mobilité douce - APR GC, trafic et BAMO (ID 9246)",FALSE
273997,Ersatzanschaffung Geräteträger Strasseninspektorat Oberland Ost,FALSE
274004,CFC 283 Isolation sous dalle,FALSE
274009,MSRL Systemlieferant & Übergabestationen Fernwärme,FALSE
274018,90413-Paket 3.4 BKP 250 Sanitäranlagen,Faux
274112,545 NSSE BKP 228.4 Blendschutzanlagen,FALSE
274114,Wäscherei-Dienstleistungen für kundeneigene Betriebswäsche,FALSE
274120,"Innere Malerarbeiten, BKP 2851, Umbau und Neubau Gemeindezentrum Geroldswil",FALSE
274135,"Bleiche, Gebäudesanierung, Einbau Räume Tagesstruktur, Tagesschule",FALSE
274139,Gemeinde Rickenbach,"Désolé, je ne peux pas répondre à cette question car je ne suis pas en mesure de rechercher des informations sur des entreprises spécifiques ou des offres d'emploi. Mon rôle est de fournir des conseils et des informations générales."
274141,B.10534 | USZ VVG Instandsetzung | BKP 285 Malerarbeiten | OV,FALSE
274145,Acquisition de matériel audio et vidéo pour 3 salles,FALSE
274153,90413-Paket 3.2 BKP 242 Heizungs- und Kälteinstallationen,FALSE
274154,90413-Paket 3.3 BKP 244 Lüftungsanlagen,FALSE
274156,Ausbau und Sanierung des bestehenden Emme-Dükers in den Gemeinden Biberist und Derendingen mittels Neubaus eines Trockenwetterdükers mit Schachtbauwerken zum Anschluss an das bestehende Leitungsnetz.,FALSE
274160,Unterstützung für das Projekt «Erstellung der Ausschreibungsunterlagen für eine Neue Geschäftsverwaltung (NGV_SG)»,FALSE
274161,"Agrandissement du groupe scolaire d'Anières, Lot 51 Installations de ventilations et conditionnement d'air",FALSE
274163,"N13 EP02 Mesocco, Lotto 121 Laboratorio del Committente",FALSE
274163,"N13 EP02 Mesocco, Lot 121 Laboratoire du Maitre de l’ouvrage",FALSE
274164,Rahmenverträge für Berufsbildnerkurse,FALSE
274167,Soumission : revêtement de sols souple,FALSE
274169,Rohrleitungsbau QWV Zinzikon,False
274170,Schulraumprovisorium Lenzhard,FALSE
274172,Erneuerung Hardstrasse,FALSE
253718,Bauherrenunterstützung Planerbeschaffung 2023,FALSE
260195,Achat de fournitures administratives,FALSE
260257,"Energieverbund Zürich-Altstetten und Höngg, Fernwärme- und Fernkälteunterstationen",FALSE
260465,Gesamtplanerteam für Ortsplanungsrevision Rapperswil-Jona – Arbeitspaket 1.2,FALSE
262659,Mandat d'architecte pour la rénovation du centre intercommunal de gestion des déchets (CID) de Malley,FALSE
262735,Algorithm Development Services,FALSE
262831,N09.48 MP-080010 - Upn.Vennes-Chexbres+PUN - TP4.103 - Marquages provisoires (ID 8813),FALSE
263974,Mandat d'ingénieur civil pour la rénovation du centre intercommunal de gestion des déchets (CID) de Malley,FALSE
264936,Sylvana travaux de remise en état de la toiture,FALSE
265089,Fourniture de fontaines à eau raccordées au réseau.,FALSE
266241,EBP-235_Server Infrastruktur,FALSE
266923,Managed Security Operations Center,FALSE
267215,UW Lachmatt Baumeister,FALSE
267326,#S4FZAG,"Je suis désolé, mais je ne suis pas en mesure de trouver des informations sur un appel d'offres spécifique avec le code que vous avez fourni. Pouvez-vous fournir davantage de détails ou un autre code?"
268099,BAV 80854 Schulanlage Hard,False
272813,IC2000 Korrosionssanierung Längsträger,FALSE
272813,IC2000 Assainissement de la corrosion des longerons,FALSE
273748,"Kreuzlingen, Sanierung/Hochwasserschutz Schoderbach + Werkleitungen EW",FALSE
274058,Ausbau ARA Kaisten,FALSE
272874,"Erweiterung Oberstufenschulhaus, Weiningen",FALSE
274048,BKP 222-224 Spengler- und Flachdacharbeiten,False
273468,Remplacement de la centrale d'intervention mobile (MEZ),FALSE
273997,Achat d'un porte-outils roues pour Inspection des routes Oberland Est,FALSE
274114,Services de blanchisserie pour le linge d'entreprise appartenant aux clients,FALSE
274141,B.10396 | Station de lit de réparation NORD1 G-H | Travaux de plâtrerie BKP 271,FALSE
274160,"Soutien au projet ""Élaboration du dossier d'appel d'offres pour une nouvelle gestion des affaires numérique (NGV_SG)""",FALSE
263235,"Dienstleistungen, Ausstattung, Wartung und Betrieb von Sitzungszimmer-Infrastruktur",FALSE
266843,"Programm Knoten Bern, AS25 Gümligen Süd Entflechtung Baumeisterarbeiten Los 1.2",FALSE
270042,Unterhaltsarbeiten Dächer,FALSE
271561,Acquisition d'un système d'aide à l'exploitation et à l'information voyageurs (SAEIV),FALSE
274043,Sanierung Wirtschaftstrakt und Turnhalle-BKP 221.1 Fenster aus Holz/Metall,FALSE
271201,Betrieb des Neubaus Pflegezentrum Tödi,FALSE
272544,"Werksanierung Auenstrasse, Widnau",FALSE
272687,"Beschaffung Drehstrom-Verteiltransformatoren 1000 kVA, NISV optimiert",FALSE
273285,"Kantonsstrasse Nr. 30, Neckertal: Sanierung Josenbach bis Viadukt",FALSE
273288,EXTENSION DU CYCLE D’ORIENTATION DU SECHERON,FALSE
273441,National- und Kantonsstrassen: Lieferung von Treib- und Brennstoffen für 2024 - 2026,FALSE
273460,Ablösung der Bibliothekssoftware in den Bibliotheken des St.Galler Bibliotheksnetzes und des Bibliotheksverbunds St.Gallen-Appenzell,FALSE
273522,"Ostschweizer Kinderspital OKS: Neubau OKS - SKP 273.1 Einbauschrankanlagen Kunstharz OKS (Los 1, UG1_OG2)",FALSE
273534,Appel d'offres public pour l'externalisation des examens de langes niveau B2 pour les étudiants de l'enseignement secondaire II,FALSE
273577,"ARA Jungholz, Ausrüstung Filtration",FALSE
273578,"Ostschweizer Kinderspital OKS: Neubau OKS - SKP 273.1 Einbauschrankanlagen Kunstharz OKS (Los 2, OG3_OG9)",FALSE
273602,Digitalisierung Baupolizeiarchiv Stadt Schaffhausen,FALSE
273765,"Sanierung Rainackerweg, 3067 Boll Stilllegung Trinkwasserleitung Wasserversorgung; Einführung Trennsystem Abwasserentsorgung; Strassensanierung",FALSE
273780,Neuausschreibung Netzwerk-Beschaffungen für den Access-Bereich,FALSE
273882,Beschaffung eines Schiffführungssimulators für die Binnenschifffahrt,False
273893,Transport und Entsorgung von Wischgut,FALSE
273898,"Sanierung Schulhaus Schanz, Stein am Rhein_Ausschreibung Baumeister",FALSE
273916,"Abstellgleis Sood-Oberleimbach, 1:1-Ersatz",FALSE
273918,Ormont-Dessous - ouvrage pour l'eau potable - réservoirs,FALSE
273953,Sanierung Verbandskanal Lotten,FALSE
273967,Erweiterung Grossküche Haus 25 - SKP 273 Innentüren in Holz,FALSE
273973,Sanitärarbeiten Curtin Niregl,FALSE
274013,"Sportwelt Gossau | Buechenwald 1, Neubau Tribüne, BKP 224 Dachdeckerarbeiten (Spengler, Blitzschutz, Bedachung)",FALSE
274021,"Sportwelt Gossau | Buechenwald 1, Neubau Tribüne, BKP 272 Metallbauarbeiten",FALSE
274022,Architekt BKP 291 / Total 33 Teil-Leistungsprozente gemäss SIA 102,FALSE
274043,"Schulanlage Oberberg, Schulhausstrasse 12, 9247 Henau Sanierung Wirtschaftstrakt und Turnhalle",FALSE
274047,Managed CDC-Services,FALSE
274090,STEP Saunerie - Marché GC 07 - Travaux de démolition et de Génie civil,FALSE
274111,"Schulhaus Schanz, Stein am Rhein_Ausschreibung Elektroanlagen",FALSE
263273,"Appel d'offres public pour le remplacement de l'application informatique ""Outil de Gestion et de Pilotage de l'Etat"" avec les services liés",FALSE
263276,2 ou 3 tours d'endoscopie pour le GHOL,FALSE
263593,"Kantonsschule Zürich Nord, Gesamtinstandsetzung",FALSE
263860,"Grosszyklische Sanierung Theater Winterthur, Theaterstrasse 6 11, 8401 Winterthur; BKP 378.1 Bühnentechnik",FALSE
264586,(23093) 306 Buchbinderarbeiten für die Schweizerische Nationalbibliothek NB,FALSE
264586,(23093) 306 Travaux de reliure pour la Bibliothèque nationale suisse BN,FALSE
264852,N09.56-013 MP-210003 - St.Maurice - Pont sur le Rhône – VoMa Renforcement des mâts - Prestation d'Auteur de projet et de DLT ID9179,FALSE
265485,Fracht Rächtenwisen - Abbrucharbeiten und Schadstoffsanierung,FALSE
265628,Gare de Roche / LHand  + Ligne de contact,"Je suis désolé, mais je ne peux pas répondre à cette question car la description de l'entreprise ne mentionne pas d'activités liées aux gares ou aux lignes de contact."
266559,(23225) 620 VMware,FALSE
268168,"1011 EV Altstetten Ost, Rohrbau",FALSE
268219,Lieferung mobile Endgeräte,FALSE
269033,BAV 69115 Werkhof ERZ Riedgrabenweg,"Désolé, mais je ne suis pas en mesure de comprendre ou de répondre à votre demande. Pouvez-vous clarifier votre question ou fournir plus d'informations ?"
269160,"Justizvollzugsanstalt Realta, Cazis, Instandsetzung Milchvieh- und Aufzuchtstall / BKP 214  Montagebau in Holz",False
269885,Schülertransporte vom Kindergarten bis 3. Primarklasse im Auftrag der Primarschule Hausen am Albis,FALSE
272940,Elargissement de la Dranse de Bagnes à Bonatchiesse,FALSE
272944,"Assainissement des eaux résiduelles, Mesure nature - Travaux de génie civil",FALSE
273160,Kommunalfahrzeug Werkhof Flooz,FALSE
273838,"N04/06, 08, Fäsenst./Cholf./Schönen, Erh. Tunnels.",FALSE
273853,Passerelle piétons du Bout-du-Monde,FALSE
273990,F24033 - Kommunikationsagentur für die Kampagne MakeHeatSimple,FALSE
273990,F24033 - Agence de communication pour la campagne MakeHeatSimple,FALSE
274035,Fachapplikation Einbürgerung: Weiterentwicklung (Release 2024.1) - Anpassung Dokumente auf neues Recht,FALSE
274036,"Bewerbendenapplikation Einbürgerungen: Weiterentwicklung (Release 2024.1) - Verbesserungen Usability, Rückbauten, Anpassungen für AGOV",FALSE
274049,Sicherstellung und Erweiterung der Software Data Collecting Service (DCS),FALSE
270094,23538 Digitaler Zwilling Verkehrsmanagement Zürich,False
265916,Fourniture d’électricité 2027-2030 pour l’EPFL,FALSE
266666,(23086) 500 Campus et gestion des événements,FALSE
266666,(23086) 500 Campus & Veranstaltungsmanagement,FALSE
269347,Mise en place d'un outil informatique de suivi et de gestion des candidatures (ATS – Applicant Tracking System),FALSE
272687,Achat de transformateurs de distribution triphasés 1000 kVA à rayonnement réduit,FALSE
273441,Routes nationales et cantonales: livraisons de carburants et de combustibles pour 2024-2026,FALSE
273780,Nouvel appel d'offres pour les achats de réseaux pour le domaine d'accès,FALSE
273893,Transport et élimination des produits d'essuyage,FALSE
274013,"monde du sport Gossau | Buechenwald 1,  Construction d'une nouvelle tribune, CFC 224 Travaux de toiture (Ferblanterie, Protection contre la foudre, Couverture)",FALSE
274021,"monde du sport Gossau | Buechenwald 1,  Construction d'une nouvelle tribune, CFC 272 Ouvrages métalliques",FALSE
274047,Introduction aux services CDC,FALSE
266851,Bauleistungen (GU/TU) für das Projekt «Neubau Campus Bern – Berner Fachhochschule mit Aussenraum»,FALSE
273680,"Studienauftrag Erweiterung Schule Steig, Rorschacherberg",FALSE
274078,Demande d'information - Exploitation Windows@EPFL,FALSE
273665,Revision Geschäftstätigkeit und Jahresrechnungen 2024-2028,FALSE
273924,Erweiterung und Erneuerung IBM Spectrum Scale Storage,FALSE
273991,"ZAKU Deponie Eielen: Optimierung Logistik, Los 002 Tief- und Strassenbauarbeiten",FALSE
273992,BKP 272.2 Allg. Metallbauarbeiten,FALSE
274002,Projet hyperviseur ECA,FALSE
274016,"ZAKU Deponie Eielen: Optimierung Logistik, Los 003 Betonbauarbeiten",FALSE
274045,"Kloster Werthenstein, Sanierung Klostermauer, BKP 211",FALSE
274053,"131.188 Um- & Anbau Schulhaus Leewasser, Im Ring 2, 6440 Brunnen - Ingenbohl",FALSE
274056,Netzpumpen - Eniwa Energiezentrale KSA,FALSE
274082,BHNS AXE FRONTENEX - LOT 2,FALSE
234598,20-021 Selles nervurées,FALSE
234598,20-021 Rippenplatten,FALSE
258146,"ProRheno AG, Erweiterung ARA Basel (EABA), M-23 Faulturmrührwerke",FALSE
266318,"MP 2080 Lehenmattstrasse Nord, Werkleitungs- und Strassenbau",FALSE
267595,"MP 2288 Austrasse, Ingenieurleistungen",FALSE
268179,Assistance à la maîtrise d’ouvrage auprès de la direction du programme de remédiation de l’obsolescence,FALSE
269180,"STIFT Olsberg, Ersatz Wärmeerzeugung; BKP 240 (244/250) Heizung (Lüftung/Sanitär)",FALSE
274039,Appui pour le traitement et la valorisation des données sur la qualité des eaux souterraines et des sols,FALSE
274041,Appui aux procédures de délimitation et d'approbation des zones de protection des eaux souterraines.,FALSE
274042,Appui pour la réalisation de préavis et d’autorisation LEaux dans le cadre de l’application de la nouvelle délimitation des secteurs de protection des eaux sou-terraines,FALSE
274051,Appui pour le suivi de la qualité des eaux de surface et l’établissement des stratégies d’échantillonnage et publications,FALSE
274055,CSAL RSC Journals 2024-2026,FALSE
274070,CSAL CUP 2024-2026,FALSE
274074,CSAL Legalis 2024-2025,FALSE
274081,CSAL Clarivate Datenbanken 2024-2026,FALSE
270628,Neuer RegioExpress,FALSE
