id,desc,gpt_responses,url_pdf,country
24-15295,Marché public relatif à la gestion des aires d'accueil des gens du voyage sur le territoire de la Communauté de Communes du Val d'Essonne,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15295.pdf,FRANCE
24-15182,"Appel d'offres ouvert en vue de prestations de maintenance des cloches, horloges et paratonnerres de la Ville de Toulon en deux lots",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15182.pdf,FRANCE
24-15215,Achat d'équipements de laboratoire pour traitement d'échantillons dans le cadre des activités du Centre de Recherche en Environnement Côtier,true,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15215.pdf,FRANCE
24-15217,Fournitures de donnée pour des analyses ESG,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15217.pdf,FRANCE
24-15228,Mission de Maitrise d'oeuvre pour la rénovation et l'extension de la résidence Jean de Luxembourg à Haubourdin et l'extension de la résidence les magnolias de Loos,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15228.pdf,FRANCE
24-15257,"Acquisition de fournitures administratives, pédagogiques, scolaires et pour les activités manuelles commandées par les écoles et les services de la commune",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15257.pdf,FRANCE
24-14924,"Accord-cadre à bons de commande portant sur la réalisation de missions de coordination en matière de sécurité et de protection de la santé des travailleurs pour les opérations de 1ère, 2ème et 3ème ca",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14924.pdf,FRANCE
24-15005,Maîtrise d'oeuvre pour le réaménagement du seuil de Saint-Lô dans l'objectif d'améliorer les fonctionnements écologiques et les usages sociaux du site,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15005.pdf,FRANCE
24-14815,SERVICES ROUTIERS DE TRANSPORT SCOLAIRE DE LA NIEVRE POUR ELEVES EN SITUATION DE HANDICAP OU FREQUENTANT UNE CLASSE SPECIALISEE,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14815.pdf,FRANCE
24-14866,MPPS entretien des espaces verts de la CCARM / 2024-2026,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14866.pdf,FRANCE
24-14902,Prestations de services d'agence de voyages,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14902.pdf,FRANCE
24-14920,PRESTATION DE NETTOYAGE DE PARCS ET SQUARES POUR LA VILLE DE BAGNEUX,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14920.pdf,FRANCE
24-14828,"Marché d'exploitation, de renouvellement et de maintenance d'équipements techniques au Laboratoire Départemental d'Analyses à ARRAS",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14828.pdf,FRANCE
24-14839,"Prestations de nettoyage des locaux administratifs, sportifs et techniques, des vitreries et fournitures des consommables pour la communauté urbaine Caen La Mer - Relance",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14839.pdf,FRANCE
24-14932,Fourniture de denrées alimentaires par une centrale d'achat ou de référencement pour la commune de Gif-sur-Yvette,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14932.pdf,FRANCE
24-14935,Réalisation d'un ouvrage de franchissement sur le canal d'Ille et Rance et des voiries associées pour assurer la desserte du futur secteur urbanisé du Bout du Monde à 35760 Saint-Grégoire.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14935.pdf,FRANCE
24-14886,RESTRUCTURATION ET EXTENSION DE L'ECOLE PAUL HEROULT A THURY HARCOURT LE HOM,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14886.pdf,FRANCE
24-15075,Concession du Service Public de l’Assainissement Collectif et Non Collectif,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15075.pdf,FRANCE
24-15128,Fourniture et mise en oeuvre de signalisation horizontale sur les routes départementales de la Gironde 6 lots - Réf.2224,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15128.pdf,FRANCE
24-15141,Tierce maintenance des applications de gestion électronique des documents européens (EURODOC) et de gestion des précédents de séance (TIM) : Accord-cadre 2023AN-28,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15141.pdf,FRANCE
24-15147,RÉNOVATION DES 3E ET 4E ÉTAGES DE LA ZONE COLBERT DU PALAIS BOURBON : MARCHÉ 2022AN37_Lot 3 : Installations de chantier échafaudages parapluie couverture isolation,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15147.pdf,FRANCE
24-15151,Système d'achat de nuitées hôtelières pour l'hébergement d'urgence des personnes en situation d'exclusion en Ile-de-France,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15151.pdf,FRANCE
24-15282,"Exploitation et maintenance multi technique non opérationnelles d'installations et équipements de bâtiments techniques, administratifs et logements de la DGAC.",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15282.pdf,FRANCE
24-14836,"Stationnement payant sur Voirie - Acquisition d'horodateurs (et d'une solution dématérialisée de paiement), d'une gestion technique centralisée (avec raccordement du parc existant)- pièces détachées",true,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14836.pdf,FRANCE
24-14957,"Le marché a pour objet l'acquisition, la mise en oeuvre et la maintenance d'un logiciel de type ERP pour les besoins de la SAEML CYCLEA, ainsi que la formation des utilisateurs.",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14957.pdf,FRANCE
24-15006,Marché de service relatif à la prestation d'assurance « Flotte automobile et risques annexes » pour les besoins du CCAS DE LA VILLE DE GRENOBLE,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15006.pdf,FRANCE
24-15013,Affaire 23S0531 Prestations de gardiennage des bâtiments de la Région Grand Est situés à Bar-le-Duc et sur le territoire Champardennais,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15013.pdf,FRANCE
24-15232,Accord-cadre de fourniture de rails,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15232.pdf,FRANCE
24-14834,Création de la ligne de tramway T10 Gare de Vénissieux <> Secteur Gerland - Travaux de dévoiement et de restructuration des réseaux structurants (Feeders) d'eau potable - Relance des lots 1 et 3,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14834.pdf,FRANCE
24-14891,Prestations de formation et d'appui technique aux acteurs de l'aménagement pour la promotion de la gestion intégrée des eaux pluviales,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14891.pdf,FRANCE
24-15019,Appel à candidature pour l'achat d'un véhicule de transport de moins de dix personnes segment H1(E) pour le Port de Commerce de Bastia.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15019.pdf,FRANCE
24-16204,"Prestations de contrôles techniques et réglementaires pour les véhicules : CH d'Abbeville, EPSM de la Somme, CH d'Albert, CH de Corbie du CHU Amiens Picardie et du CHIBS",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16204.pdf,FRANCE
24-16208,La présente consultation porte sur la réalisation des rapports d'activité égalité 2023 : conseil éditorial et soutien rédactionnel.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16208.pdf,FRANCE
24-16211,"Marché de travaux pour la réhabilitation du Collège Alain, à Saint Fons (Rhône) - Consultation du lot 23 : Photovoltaïque",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16211.pdf,FRANCE
24-16247,Réalisation de prestations de balisage lourd Département du Val de Marne,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16247.pdf,FRANCE
24-16255,Entretien des aménagements paysager des Zaei sur le territoire de Thonon Agglomération,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16255.pdf,FRANCE
24-16257,Réhabilitation thermique du gymnase du lycée Carnot à Cannes (06) Relance lot 5 : Couverture - étanchéité et lot 6 : Bardage,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16257.pdf,FRANCE
24-15621,"Plantation d'arbres, arbustes, rosiers, plantes vivaces",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15621.pdf,FRANCE
24-14847,"La présente consultation a pour objet le nettoyage de locaux appartenant au Crous Grenoble Alpes en Isère. Les prestations, ponctuelles, concerneront les chambres, studios et autres lieux de vie occup",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14847.pdf,FRANCE
24-15197,FOURNITURE POCHETTES DE TRANSPORT POUR LE RESEAU PNEUMATIQUE SWISSLOG DU CHANGE METZ TESSY,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15197.pdf,FRANCE
24-15222,Fiabilisation de données,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15222.pdf,FRANCE
24-15036,Prestations de maintenance et d'exploitation des bâtiments relevant du périmètre budgétaire des services de la Première ministre et des entités associées par convention,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15036.pdf,FRANCE
24-15042,Accord-cadre à bons de commande et à marchés subséquents de services relatif à la télésurveillance des bâtiments du Département du Nord,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15042.pdf,FRANCE
24-15083,Appel d'offres ouverts,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15083.pdf,FRANCE
24-15091,Relance entretien des espaces verts de Fougères Agglomération 2024-2028,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15091.pdf,FRANCE
24-15094,Prestation d'assurance Tous Risques Chantier et Responsabilité Civile Chantier pour les travaux d'aménagement des plages naturelles,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15094.pdf,FRANCE
24-15096,RELANCE FOURNITURE ET  LIVRAISON D'AGREGATS POUR LA COMMUNE,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15096.pdf,FRANCE
24-15101,Fourniture et acheminement d'électricité et prestations de services associés,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15101.pdf,FRANCE
24-15112,travaux d'aménagement des réseaux d'assainissement des eaux pluviales d'Estérel Côte d'Azur Agglomération,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15112.pdf,FRANCE
24-15139,Fourniture de sel de déneigement moyen humide en vrac au profit du camp de la Courtine (dept23).,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15139.pdf,FRANCE
24-14879,Fourniture et maintenance des conteneurs à déchets (bacs roulants) et pièces détachées,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14879.pdf,FRANCE
24-14937,EVACUATION ET ELIMINATION DES BOUES DES STATIONS PERIPHERIQUES DE TRAITEMENT DES EAUX USEES DE LA COMMUNAUTE URBAINE DE LIMOGES METROPOLE,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14937.pdf,FRANCE
24-14959,Divers contrôles techniques pour la vérification périodique de sécurité des installations et des appareillages techniques des sites du siège de l?AP-HP.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14959.pdf,FRANCE
24-14976,Fourniture et livraison d'une chargeuse d'occasion,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14976.pdf,FRANCE
24-15003,RESTRUCTURATION DU BÂTIMENT « EDILYS » EN MAISON DES SERVICES SOCIAUX,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15003.pdf,FRANCE
24-14829,Acquisition de fournitures de conditionnement d'archives,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14829.pdf,FRANCE
24-14914,"Marchés de travaux pour la restructuration du lycée Roger Deschaux à Sassenage - 16 lots (sauf lots 1, 2, 7, 15, 17, 22)",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14914.pdf,FRANCE
24-14948,"CAR PODIUM REGION CENTRE : PRESTATIONS DE REGIE, ANIMATION, MAINTENANCES DIVERSES",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14948.pdf,FRANCE
24-14981,Concession de service public pour la gestion et l'exploitation du futur centre aquatique de Pacé,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14981.pdf,FRANCE
24-14982,Concession de redynamisation commerciale sur le territoire de Coeur d'Essonne agglomération,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14982.pdf,FRANCE
24-14838,ÉLIMINATION DES DÉCHETS VERTS ISSUS DES ACTIVITÉS DES SERVICES TECHNIQUES MUNICIPAUX,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14838.pdf,FRANCE
24-14973,Nomination d'un Commissaire Aux Comptes (CAC) titulaire afin d'exercer la mission légale de commissariat aux comptes de la SIGUY,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14973.pdf,FRANCE
24-15093,Confection et livraison de repas en liaison froide pour les accueils collectifs de mineurs de la Ville de Reims et de l'association des Maisons de quartier de Reims pour l'été 2024,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15093.pdf,FRANCE
24-15176,Le présent accord-cadre a pour objet la réalisation (construction) et la pose d'abris voyageurs et d'équipements associés aux points d'arrêts du réseau de transport public urbain de la CIVIS.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15176.pdf,FRANCE
24-15209,ETUDES RELATIVES A LA TRANSFORMATION DE L'ANCIEN CARMEL EN VILLA DES ARTS,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15209.pdf,FRANCE
24-14873,"Fourniture et livraison de produits d'entretien, droguerie et produits d'hygiène et produits à usage unique pour le Conseil départemental de la Haute-Vienne et les E.P.L.E - Groupement de commandes",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14873.pdf,FRANCE
24-14912,"Intégration et MCO de solutions LAN, sécurité et datacenter",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14912.pdf,FRANCE
24-14934,SOUSCRIPTION A DES CONTRATS D'ASSURANCES POUR LES BESOINS DU SYDOM DU JURA,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14934.pdf,FRANCE
24-15130,Mise à disposition de personnel en suppléance pour la réalisation de prestations de nettoyage et/ou d'aide à la restauration scolaire à assurer sur les sites du Département du Pas-de-Calais,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15130.pdf,FRANCE
24-15198,Fourniture en carburant des véhicules et matériels communaux par cartes accréditives,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15198.pdf,FRANCE
24-15293,Accord cadre multi attributaires à bons de commande et marchés subséquents pour l'entretien et l'aménagement des bâtiments de la CAMVS,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15293.pdf,FRANCE
24-14843,"Fourniture, transport et livraison de granulats pour les travaux sur routes départementales et autres éléments du patrimoine du Département de la Mayenne",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14843.pdf,FRANCE
24-14876,Fourniture de service d'encaissement pour le compte des Crous,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14876.pdf,FRANCE
24-15165,Assurance de la flotte véhicules de la ville de Nîmes,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15165.pdf,FRANCE
24-15639,"Construction d'un skatepark, d'une aire de jeux et d'un Wc automatique à la Fouillouse",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15639.pdf,FRANCE
24-15648,"23m0271pa - Amenagement De La Lineo 12 - Troncon Place De La Roseraie, Rue Louis Plana, Avenue Jean Chaubet- Cc/Clp",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15648.pdf,FRANCE
24-15658,La consultation a pour objet : Il s'agit de restaurer 15 oeuvres et leur cadre en vue de l'exposition « Berthe Morisot à Nice. Escales impressionnistes ».,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15658.pdf,FRANCE
24-15769,MANDAT D'ETUDES ET DE TRAVAUX POUR L'ADAPTATION DE LA PLATEFORME TRAMWAY ET INTERFACES ASSOCIEES EN LIEN AVEC LE PROJET DE REQUALIFICATION URBAINE PROJET GRAND BELLEVUE - SECTEUR MENDES FRANCE,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15769.pdf,FRANCE
24-15776,"Fourniture, livraison et installation de distributeurs automatiques de billets de banque 20235031",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15776.pdf,FRANCE
24-15793,Rd101-Réparation des passerelles du Vincin - Communes de Vannes et Arradon,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15793.pdf,FRANCE
24-15701,Animations du réseau enfance jeunesse et du réseau promeneurs du net,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15701.pdf,FRANCE
24-15731,Le marché porte sur les prestations suivantes: Achat et livraison de mobilier urbain de sécurité pour la ville Neuilly-sur-Marne.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15731.pdf,FRANCE
24-15732,Extension/Restructuration D'Une Creche Multi-Accueil,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15732.pdf,FRANCE
24-15837,Fourniture de bouteille de gaz CO2 pour l'alimentation des pièges de moustiques disposés sur les sites de la zone d'action de l'EID Méditerranée,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15837.pdf,FRANCE
24-15841,Mission de maîtrise d'oeuvre pour l'aménagement d'une aire d'accueil pour les gens du voyage à CLichy-la-Garenne,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15841.pdf,FRANCE
24-15681,FOURNITURE DE PRODUITS D4ENTRETIEN,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15681.pdf,FRANCE
24-15689,"Auscultation vidéo, diagnostic et réparation d'ouvrages d'assainissement en béton ou métalliques de diamètre 400 à 2500 mm sur le réseau de la DIR CO.",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15689.pdf,FRANCE
24-15919,Fabrication et installation du concept de scénographie des éléments supportant les différentes expositions de février à septembre 2024 dans le hall du conseil départemental,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15919.pdf,FRANCE
24-15866,Aménagement des RD108 et 108a – Traverse de Saint-Jean de Bonneval-.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15866.pdf,FRANCE
24-15575,Marché de travaux de rénovation à Blaye en Gironde,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15575.pdf,FRANCE
24-15745,Etude de faisabilité d'aménagements paysagers et environnementaux des cimetières de CLERMONT-FERRAND.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15745.pdf,FRANCE
24-15952,Mission de maîtrise d'oeuvre pour la réorganisation de locaux avec missions SSI et OPC intégrée.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15952.pdf,FRANCE
24-15972,Prestations de fourrière animale,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15972.pdf,FRANCE
24-15995,"Séquençage par localisation, année et type d'actes et insertion des données descriptives produites dans 3 instruments de recherche (format CSV) de registres et tables décennales d'état civil (1558-196",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15995.pdf,FRANCE
24-16024,"Opération n° 201915198 - Travaux de création d'une salle d'arts plastiques au 3ème étage du groupe scolaire Saint-Merri, 16 rue du Renard, Paris 4ème",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16024.pdf,FRANCE
24-16025,"La location comprend la mise à disposition de l'engin, les prestations complètes de maintenance et d'entretien périodique. . La durée annuelle d'utilisation est de 800 heures.",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16025.pdf,FRANCE
24-16036,Conservation-restauration des fonds patrimoniaux conservés aux Archives nationales,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16036.pdf,FRANCE
24-16037,Travaux de construction d'une médiathèque Tiers-Lieu à Melgven.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16037.pdf,FRANCE
24-16059,"Maîtrise d'oeuvre pour des travaux de mise en séparatif des réseaux d'assainissement, des rues des Bâtes, Marcel Bigeard, Alfred Guérin, du Vieux Pavé (Partie haute), Albert Rio et",false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16059.pdf,FRANCE
24-16064,Fourniture et livraison de sel de déneigement,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16064.pdf,FRANCE
24-16072,PRESTATIONS SUPERVISION PC VUE DU CENTRE HOSPITALIER EMILE ROUX,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16072.pdf,FRANCE
24-16098,Marché d'assurance pour la construction d’un groupe scolaire de 21 classes situé quartier Paul Isnard à Saint-Laurent du Maroni.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16098.pdf,FRANCE
24-16162,Fourniture et pose d'aires de jeux dans les structures petite enfance,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16162.pdf,FRANCE
24-16164,ENTRETIEN ESPACES VERTS SITE REBARD A CAYENNE,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16164.pdf,FRANCE
24-16174,Les lieux d'exécution : tous les sites de l'EFS Bretagne dans tous les départements.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16174.pdf,FRANCE
24-16183,Marché de maitrise d'oeuvre pour la restauration morphologique du ruisseau de Fontenu,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16183.pdf,FRANCE
24-16216,Fourniture et livraison de matériel médical pour divers établissements départementaux,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16216.pdf,FRANCE
24-15825,Accompagnement des Olympiades Marseillaises du 2 au 5 mai 2024 - 8 lots,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15825.pdf,FRANCE
24-15826,Acquisition d'un broyeur de branches autonome sur châssis routier tracté pour le SYDEVOM de Haute-Provence,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15826.pdf,FRANCE
24-15829,Entretien des espaces verts de la Ville de Villers-lès-Nancy-.,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15829.pdf,FRANCE
24-15845,Modernisation de la section des bébés et de son poste de change à la crèche 128 rue de Longchamp 75016 Paris,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15845.pdf,FRANCE
24-15694,Les marchés ont pour objet la réalisation de travaux d'aménagement du 4ème étage du CDFIP de Lorient en vue de l'installation d'un pôle national de contrôle à distance (PNCD).,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15694.pdf,FRANCE
24-15710,23s0077 - Acquisition de produits et matériels d'entretien spécifiques à la restauration 2024-2028,false,https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15710.pdf,FRANCE
